contrast_label,contrast_group,model,question_id,mean_effect,blind_mean,target_mean,n_texts
Top-tier (inst.),PI_INST,deepseek,q02,-0.023333333333333334,3.9791666666666665,3.955833333333333,40.0
Top-tier (inst.),PI_INST,deepseek,q03,-0.09458333333333334,2.9858333333333333,2.89125,40.0
Top-tier (inst.),PI_INST,deepseek,q04,-0.06562499999999999,3.5275,3.4618750000000005,40.0
Top-tier (inst.),PI_INST,deepseek,q05,-0.03541666666666667,2.14,2.1045833333333337,40.0
Top-tier (inst.),PI_INST,deepseek,q06,-0.04999999999999999,3.4475000000000002,3.3975000000000004,40.0
Top-tier (inst.),PI_INST,gemma,q01,-0.11895833333333333,3.6375000000000006,3.5185416666666662,40.0
Top-tier (inst.),PI_INST,gemma,q02,-0.07916666666666668,3.4683333333333337,3.3891666666666667,40.0
Top-tier (inst.),PI_INST,gemma,q03,-0.08729166666666667,2.89,2.8027083333333334,40.0
Top-tier (inst.),PI_INST,gemma,q04,-0.11708333333333336,3.3858333333333337,3.2687500000000003,40.0
Top-tier (inst.),PI_INST,gemma,q05,-0.17083333333333336,2.9258333333333333,2.7550000000000003,40.0
Top-tier (inst.),PI_INST,gemma,q06,-0.09999999999999999,3.454166666666667,3.3541666666666665,40.0
Top-tier (inst.),PI_INST,glm,q01,-0.07583333333333331,3.7600000000000002,3.6841666666666666,40.0
Top-tier (inst.),PI_INST,glm,q02,-0.08729166666666666,3.7283333333333335,3.6410416666666663,40.0
Top-tier (inst.),PI_INST,glm,q03,-0.118125,3.0866666666666664,2.9685416666666664,40.0
Top-tier (inst.),PI_INST,glm,q04,-0.12166666666666666,3.5666666666666664,3.445,40.0
Top-tier (inst.),PI_INST,glm,q05,-0.2502083333333333,2.8183333333333334,2.568125,40.0
Top-tier (inst.),PI_INST,glm,q06,-0.16229166666666664,3.564166666666667,3.4018750000000004,40.0
Top-tier (inst.),PI_INST,gpt,q01,-0.0002083333333333335,4.0,3.999791666666667,40.0
Top-tier (inst.),PI_INST,gpt,q02,-0.0010416666666666667,4.0,3.998958333333333,40.0
Top-tier (inst.),PI_INST,gpt,q03,-0.007708333333333332,3.5,3.4922916666666666,40.0
Top-tier (inst.),PI_INST,gpt,q04,-0.05520833333333334,3.8783333333333334,3.8231249999999997,40.0
Top-tier (inst.),PI_INST,gpt,q05,-0.11333333333333336,3.3800000000000003,3.266666666666667,40.0
Top-tier (inst.),PI_INST,gpt,q06,-0.040208333333333346,3.671666666666667,3.6314583333333332,40.0
Top-tier (inst.),PI_INST,kimi,q01,-0.03354166666666667,3.9933333333333336,3.9597916666666664,40.0
Top-tier (inst.),PI_INST,kimi,q02,-0.015208333333333332,3.999166666666667,3.9839583333333333,40.0
Top-tier (inst.),PI_INST,kimi,q03,-0.14312499999999997,3.3358333333333334,3.1927083333333335,40.0
Top-tier (inst.),PI_INST,kimi,q04,-0.044791666666666674,3.5425000000000004,3.497708333333333,40.0
Top-tier (inst.),PI_INST,kimi,q05,-0.22791666666666668,3.0908333333333338,2.862916666666667,40.0
Top-tier (inst.),PI_INST,kimi,q06,-0.14958333333333332,3.7674999999999996,3.6179166666666664,40.0
Top-tier (inst.),PI_INST,ministral,q01,-0.090625,3.7541666666666664,3.6635416666666667,40.0
Top-tier (inst.),PI_INST,ministral,q02,-0.01875,3.9791666666666665,3.9604166666666667,40.0
Top-tier (inst.),PI_INST,ministral,q03,-0.09791666666666667,3.2541666666666664,3.15625,40.0
Top-tier (inst.),PI_INST,ministral,q04,0.0010416666666666667,3.4916666666666667,3.4927083333333333,40.0
Top-tier (inst.),PI_INST,ministral,q05,-0.09895833333333333,2.9791666666666665,2.8802083333333335,40.0
Top-tier (inst.),PI_INST,ministral,q06,-0.078125,3.658333333333333,3.580208333333333,40.0
Top-tier (inst.),PI_INST,mistral,q01,0.0,4.0,4.0,40.0
Top-tier (inst.),PI_INST,mistral,q02,0.0,4.0,4.0,40.0
Top-tier (inst.),PI_INST,mistral,q03,-0.020833333333333343,3.335833333333333,3.315,40.0
Top-tier (inst.),PI_INST,mistral,q04,-0.01604166666666667,3.7883333333333327,3.7722916666666664,40.0
Top-tier (inst.),PI_INST,mistral,q05,-0.030833333333333324,3.1300000000000003,3.0991666666666666,40.0
Top-tier (inst.),PI_INST,mistral,q06,-0.02020833333333334,3.839166666666667,3.8189583333333332,40.0
Top-tier (inst.),PI_INST,phi,q01,-0.03145833333333334,3.09,3.0585416666666667,40.0
Top-tier (inst.),PI_INST,phi,q02,-0.07958333333333334,3.825833333333333,3.74625,40.0
Top-tier (inst.),PI_INST,phi,q03,-0.07708333333333334,2.99,2.9129166666666664,40.0
Top-tier (inst.),PI_INST,phi,q04,0.016666666666666666,3.2016666666666667,3.2183333333333337,40.0
Top-tier (inst.),PI_INST,phi,q05,-0.02979166666666666,2.9425000000000003,2.9127083333333332,40.0
Top-tier (inst.),PI_INST,phi,q06,-0.051875000000000004,3.448333333333333,3.3964583333333334,40.0
Yes (AI),AI,deepseek,q01,-0.003333333333333343,3.9425000000000003,3.9391666666666665,40.0
Yes (AI),AI,deepseek,q02,0.006666666666666669,3.9791666666666665,3.9858333333333333,40.0
Yes (AI),AI,deepseek,q03,-0.022500000000000003,2.9858333333333333,2.9633333333333334,40.0
Yes (AI),AI,deepseek,q04,0.005,3.5275,3.5325,40.0
Yes (AI),AI,deepseek,q05,-0.07,2.14,2.0700000000000003,40.0
Yes (AI),AI,deepseek,q06,-0.01833333333333333,3.4475000000000002,3.4291666666666667,40.0
Yes (AI),AI,gemma,q01,-0.07666666666666667,3.6375000000000006,3.5608333333333335,40.0
Yes (AI),AI,gemma,q02,0.012499999999999997,3.4683333333333337,3.480833333333333,40.0
Yes (AI),AI,gemma,q03,-0.03333333333333333,2.89,2.856666666666667,40.0
Yes (AI),AI,gemma,q04,-0.04083333333333334,3.3858333333333337,3.345,40.0
Yes (AI),AI,gemma,q05,-0.02083333333333333,2.9258333333333333,2.905,40.0
Yes (AI),AI,gemma,q06,-0.03666666666666666,3.454166666666667,3.4175,40.0
Yes (AI),AI,glm,q01,-0.06166666666666665,3.7600000000000002,3.698333333333333,40.0
Yes (AI),AI,glm,q02,-0.05833333333333333,3.7283333333333335,3.6700000000000004,40.0
Yes (AI),AI,glm,q03,-0.06583333333333331,3.0866666666666664,3.0208333333333335,40.0
Yes (AI),AI,glm,q04,-0.0775,3.5666666666666664,3.4891666666666663,40.0
Yes (AI),AI,glm,q05,-0.14083333333333334,2.8183333333333334,2.6774999999999998,40.0
Yes (AI),AI,glm,q06,-0.08416666666666667,3.564166666666667,3.48,40.0
Yes (AI),AI,gpt,q01,0.0,4.0,4.0,40.0
Yes (AI),AI,gpt,q02,0.0,4.0,4.0,40.0
Yes (AI),AI,gpt,q03,0.0,3.5,3.5,40.0
Yes (AI),AI,gpt,q04,-0.022500000000000003,3.8783333333333334,3.8558333333333334,40.0
Yes (AI),AI,gpt,q05,-0.04,3.3800000000000003,3.34,40.0
Yes (AI),AI,gpt,q06,-0.06916666666666667,3.671666666666667,3.6025000000000005,40.0
Yes (AI),AI,kimi,q01,0.0,3.9933333333333336,3.9933333333333336,40.0
Yes (AI),AI,kimi,q02,-0.0025000000000000022,3.999166666666667,3.9966666666666666,40.0
Yes (AI),AI,kimi,q03,-0.04583333333333333,3.3358333333333334,3.2900000000000005,40.0
Yes (AI),AI,kimi,q04,-0.012500000000000011,3.5425000000000004,3.53,40.0
Yes (AI),AI,kimi,q05,-0.04000000000000002,3.0908333333333338,3.0508333333333333,40.0
Yes (AI),AI,kimi,q06,-0.06249999999999999,3.7674999999999996,3.705,40.0
Yes (AI),AI,ministral,q01,-0.04583333333333334,3.7541666666666664,3.7083333333333335,40.0
Yes (AI),AI,ministral,q02,-0.0375,3.9791666666666665,3.9416666666666664,40.0
Yes (AI),AI,ministral,q03,-0.04583333333333334,3.2541666666666664,3.2083333333333335,40.0
Yes (AI),AI,ministral,q04,-0.004166666666666667,3.4916666666666667,3.4874999999999994,40.0
Yes (AI),AI,ministral,q05,-0.06666666666666667,2.9791666666666665,2.9125,40.0
Yes (AI),AI,ministral,q06,-0.07916666666666668,3.658333333333333,3.579166666666667,40.0
Yes (AI),AI,mistral,q01,0.0,4.0,4.0,40.0
Yes (AI),AI,mistral,q02,0.0,4.0,4.0,40.0
Yes (AI),AI,mistral,q03,-0.009166666666666682,3.335833333333333,3.3266666666666667,40.0
Yes (AI),AI,mistral,q04,-0.020000000000000004,3.7883333333333327,3.768333333333333,40.0
Yes (AI),AI,mistral,q05,-0.034999999999999996,3.1300000000000003,3.095,40.0
Yes (AI),AI,mistral,q06,-0.007500000000000011,3.839166666666667,3.8316666666666666,40.0
Yes (AI),AI,phi,q01,-0.0525,3.09,3.0375,40.0
Yes (AI),AI,phi,q02,-0.055,3.825833333333333,3.7708333333333335,40.0
Yes (AI),AI,phi,q03,-0.07333333333333332,2.99,2.9166666666666665,40.0
Yes (AI),AI,phi,q04,-0.006666666666666665,3.2016666666666667,3.195,40.0
Yes (AI),AI,phi,q05,-0.028333333333333332,2.9425000000000003,2.9141666666666666,40.0
Yes (AI),AI,phi,q06,-0.06499999999999999,3.448333333333333,3.3833333333333333,40.0
