contrast_label,contrast_group,model,prompt_template,question_id,blind_mean,target_mean,mean_effect,sd_effect,se_effect,ci95,n_texts
Higher (profile),PI_BIB,glm,prompt_B,q03,3.06,3.0725000000000002,0.012499999999999992,0.11280230039480121,0.017835609727704132,0.0349577950663001,40
Higher (profile),PI_BIB,glm,prompt_B,q04,3.53,3.5412499999999993,0.011249999999999987,0.10299209578832635,0.016284480184267314,0.03191758116116394,40
Higher (profile),PI_BIB,glm,prompt_B,q05,2.785,2.7887499999999994,0.0037500000000000367,0.1769171543044356,0.027973058237873938,0.05482719414623292,40
Higher (profile),PI_BIB,glm,prompt_B,q06,3.5275,3.53125,0.003749999999999987,0.10942009143779953,0.01730083553636674,0.03390963765127881,40
Higher (profile),PI_BIB,glm,prompt_C,q01,3.775,3.7418750000000003,-0.03312499999999996,0.10732581296316897,0.016969701034641953,0.033260614027898226,40
Higher (profile),PI_BIB,glm,prompt_C,q02,3.7375,3.7206249999999996,-0.016874999999999966,0.09257490037524847,0.014637376967448077,0.02868925885619823,40
Higher (profile),PI_BIB,glm,prompt_C,q03,3.0925,3.074375,-0.018124999999999985,0.09057995122598907,0.014321947811054331,0.02807101770966649,40
Higher (profile),PI_BIB,glm,prompt_C,q04,3.5799999999999996,3.553125,-0.02687499999999999,0.11200210334563435,0.01770908746508848,0.03470981143157342,40
Higher (profile),PI_BIB,glm,prompt_C,q05,2.8075,2.66875,-0.13875,0.1693643848977549,0.026778860539516457,0.05248656665745226,40
Higher (profile),PI_BIB,glm,prompt_C,q06,3.5775000000000006,3.5293750000000004,-0.04812499999999999,0.10642613605640971,0.016827449625461243,0.03298180126590403,40
Higher (profile),PI_BIB,gpt,prompt_A,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_A,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_A,q03,3.5,3.4975,-0.0024999999999999996,0.015811388300841892,0.002499999999999999,0.004899999999999998,40
Higher (profile),PI_BIB,gpt,prompt_A,q04,3.8525000000000005,3.8412499999999996,-0.011250000000000001,0.14902998321625047,0.023563709331000868,0.0461848702887617,40
Higher (profile),PI_BIB,gpt,prompt_A,q05,3.35,3.30625,-0.04375,0.17611822224042634,0.0278467359869735,0.05457960253446806,40
Higher (profile),PI_BIB,gpt,prompt_A,q06,3.6525,3.641875,-0.010625000000000013,0.13526890360334587,0.02138789159901653,0.041920267534072395,40
Higher (profile),PI_BIB,gpt,prompt_B,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_B,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_B,q03,3.5,3.5,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_B,q04,3.88,3.87625,-0.0037500000000000033,0.13640884060379588,0.02156813146454265,0.0422735376705036,40
Higher (profile),PI_BIB,gpt,prompt_B,q05,3.3775,3.3887500000000004,0.011249999999999987,0.1566833733590756,0.024773816564661304,0.048556680466736155,40
Higher (profile),PI_BIB,gpt,prompt_B,q06,3.6475,3.736875,0.08937499999999998,0.16101515894553656,0.02545873200409655,0.049899114728029235,40
Higher (profile),PI_BIB,gpt,prompt_C,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_C,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_C,q03,3.5,3.5,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,gpt,prompt_C,q04,3.9025,3.84375,-0.058750000000000004,0.12123165999282276,0.019168408505021602,0.03757008066984234,40
Higher (profile),PI_BIB,gpt,prompt_C,q05,3.4125,3.3237499999999995,-0.08875,0.13155261207437022,0.020800294314978894,0.04076857685735863,40
Higher (profile),PI_BIB,gpt,prompt_C,q06,3.715,3.6737499999999996,-0.041250000000000016,0.16246794555644917,0.025688437736330585,0.050349337963207945,40
Higher (profile),PI_BIB,kimi,prompt_A,q01,3.995,3.98125,-0.013749999999999995,0.04835432788945603,0.007645490542864181,0.014985161464013795,40
Higher (profile),PI_BIB,kimi,prompt_A,q02,4.0,3.989375,-0.010625,0.049642148913176073,0.007849112925544435,0.015384261334067091,40
Higher (profile),PI_BIB,kimi,prompt_A,q03,3.3225000000000002,3.2206249999999996,-0.10187499999999998,0.1459262524491263,0.023072966407598167,0.045223014158892405,40
Higher (profile),PI_BIB,kimi,prompt_A,q04,3.535,3.5112499999999995,-0.02375,0.07423757774010377,0.011737991681627175,0.02300646369598926,40
Higher (profile),PI_BIB,kimi,prompt_A,q05,3.075,2.903125,-0.17187500000000003,0.17386882581343785,0.027491075183477084,0.053882507359615084,40
Higher (profile),PI_BIB,kimi,prompt_A,q06,3.7474999999999996,3.6150000000000007,-0.13249999999999998,0.1568111717631865,0.024794023266577564,0.048596285602492025,40
Higher (profile),PI_BIB,kimi,prompt_B,q01,3.995,3.984375,-0.010625,0.034847423846217786,0.005509861497165668,0.010799328534444708,40
Higher (profile),PI_BIB,kimi,prompt_B,q02,4.0,3.99375,-0.00625,0.028165035607455396,0.004453283144965157,0.008728434964131707,40
Higher (profile),PI_BIB,kimi,prompt_B,q03,3.3474999999999993,3.31,-0.03749999999999999,0.08529736822224367,0.013486698100017867,0.02643392827603502,40
Higher (profile),PI_BIB,kimi,prompt_B,q04,3.5475000000000003,3.5356250000000005,-0.011875000000000021,0.05370488565847381,0.008491488007984445,0.016643316495649513,40
Higher (profile),PI_BIB,kimi,prompt_B,q05,3.1125,3.02625,-0.08625000000000003,0.11035345311944075,0.0174484129761023,0.034198889433160504,40
Higher (profile),PI_BIB,kimi,prompt_B,q06,3.78,3.7225,-0.057499999999999996,0.10067082687956516,0.015917455343596364,0.031198212473448873,40
Higher (profile),PI_BIB,kimi,prompt_C,q01,3.9900000000000007,3.9850000000000003,-0.0050000000000000044,0.019774368283857813,0.0031266021533992846,0.006128140220662597,40
Higher (profile),PI_BIB,kimi,prompt_C,q02,3.9975,3.9981250000000004,0.0006250000000000006,0.008929029292289517,0.0014118034928998107,0.002767134846083629,40
Higher (profile),PI_BIB,kimi,prompt_C,q03,3.3375,3.2943749999999996,-0.04312499999999999,0.10860235335316701,0.017171539792521624,0.03365621799334238,40
Higher (profile),PI_BIB,kimi,prompt_C,q04,3.5450000000000004,3.5231249999999994,-0.021875000000000006,0.06409815689977927,0.010134808481106981,0.019864224622969683,40
Higher (profile),PI_BIB,kimi,prompt_C,q05,3.085,2.9799999999999995,-0.10499999999999998,0.12276201701060803,0.019410379195492815,0.03804434322316592,40
Higher (profile),PI_BIB,kimi,prompt_C,q06,3.775,3.7262499999999994,-0.04875,0.10830127730856483,0.017123935490028757,0.03356291356045636,40
Higher (profile),PI_BIB,ministral,prompt_A,q01,3.775,3.721875,-0.053125,0.16719667330453247,0.026436115242269694,0.0518147858748486,40
Higher (profile),PI_BIB,ministral,prompt_A,q02,3.9875,3.953125,-0.034375,0.08486178430776387,0.01341782623592346,0.026298939422409982,40
Higher (profile),PI_BIB,ministral,prompt_A,q03,3.275,3.221875,-0.053125,0.16719667330453247,0.026436115242269694,0.0518147858748486,40
Higher (profile),PI_BIB,ministral,prompt_A,q04,3.4875,3.4875,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,ministral,prompt_A,q05,2.975,2.9375,-0.0375,0.1303348744088837,0.020607753084203213,0.0403911960450383,40
Higher (profile),PI_BIB,ministral,prompt_A,q06,3.6625,3.59375,-0.06875,0.1876601879830833,0.02967168100809514,0.05815649477586648,40
Higher (profile),PI_BIB,ministral,prompt_B,q01,3.7125,3.725,0.0125,0.10127393670836667,0.016012815380508715,0.03138511814579708,40
Higher (profile),PI_BIB,ministral,prompt_B,q02,3.975,3.984375,0.009375,0.05929270612815711,0.009375,0.018375,40
Higher (profile),PI_BIB,ministral,prompt_B,q03,3.2125,3.225,0.0125,0.10127393670836667,0.016012815380508715,0.03138511814579708,40
Higher (profile),PI_BIB,ministral,prompt_B,q04,3.4875,3.5,0.0125,0.07905694150420949,0.012499999999999999,0.024499999999999997,40
Higher (profile),PI_BIB,ministral,prompt_B,q05,2.975,2.99375,0.01875,0.10028005655956596,0.015855669130936847,0.03107711149663622,40
Higher (profile),PI_BIB,ministral,prompt_B,q06,3.6375,3.634375,-0.003125,0.16134326958700707,0.025510610851675837,0.05000079726928464,40
Higher (profile),PI_BIB,ministral,prompt_C,q01,3.775,3.765625,-0.009375,0.15604152759228337,0.024672331838181273,0.048357770402835294,40
Higher (profile),PI_BIB,ministral,prompt_C,q02,3.975,3.9875,0.0125,0.07905694150420949,0.012499999999999999,0.024499999999999997,40
Higher (profile),PI_BIB,ministral,prompt_C,q03,3.275,3.26875,-0.00625,0.16000300477947763,0.025298696378697826,0.049585444902247734,40
Higher (profile),PI_BIB,ministral,prompt_C,q04,3.5,3.503125,0.003125,0.11493971385257934,0.01817356446910788,0.035620186359451446,40
Higher (profile),PI_BIB,ministral,prompt_C,q05,2.9875,2.990625,0.003125,0.12171155213486073,0.019244286115024455,0.03771880078544793,40
Higher (profile),PI_BIB,ministral,prompt_C,q06,3.675,3.60625,-0.06875,0.19188254286518683,0.030339293933944085,0.05946501611053041,40
Higher (profile),PI_BIB,mistral,prompt_A,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_A,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_A,q03,3.3474999999999993,3.3037499999999995,-0.043750000000000004,0.16159759296252543,0.025550822908118852,0.050079612899912945,40
Higher (profile),PI_BIB,mistral,prompt_A,q04,3.789999999999999,3.7568749999999995,-0.033125,0.14021360764644336,0.022169717955598103,0.04345264719297228,40
Higher (profile),PI_BIB,mistral,prompt_A,q05,3.1275,3.0949999999999998,-0.03249999999999999,0.11125738235373475,0.01759133673730135,0.03447902000511065,40
Higher (profile),PI_BIB,mistral,prompt_A,q06,3.85,3.8068750000000002,-0.043125000000000004,0.1640813099717676,0.025943533048744187,0.05084932477553861,40
Higher (profile),PI_BIB,mistral,prompt_B,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_B,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_B,q03,3.2775,3.4174999999999995,0.13999999999999999,0.11558102940783295,0.01827496536178273,0.03581893210909415,40
Higher (profile),PI_BIB,mistral,prompt_B,q04,3.745,3.8456249999999996,0.10062499999999999,0.10039784641167636,0.01587429334183301,0.0311136149499927,40
Higher (profile),PI_BIB,mistral,prompt_B,q05,3.1075,3.1799999999999997,0.0725,0.09916316520429007,0.01567907310185564,0.030730983279637053,40
Higher (profile),PI_BIB,mistral,prompt_B,q06,3.7825,3.9174999999999995,0.13499999999999995,0.11980218738639162,0.01894238904056461,0.03712708251950664,40
Higher (profile),PI_BIB,mistral,prompt_C,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_C,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Higher (profile),PI_BIB,mistral,prompt_C,q03,3.3824999999999994,3.3887500000000004,0.006249999999999997,0.10708102611502261,0.01693099683557214,0.03318475379772139,40
Higher (profile),PI_BIB,mistral,prompt_C,q04,3.8299999999999996,3.8325000000000005,0.002499999999999994,0.0980253760970819,0.015499172848070276,0.03037837878221774,40
Higher (profile),PI_BIB,mistral,prompt_C,q05,3.1550000000000002,3.119375,-0.035625,0.1094695104490228,0.01730864936812569,0.03392495276152635,40
Higher (profile),PI_BIB,mistral,prompt_C,q06,3.8849999999999993,3.8931250000000004,0.008124999999999993,0.10521460060033104,0.01663588905009827,0.03260634253819261,40
Higher (profile),PI_BIB,phi,prompt_A,q01,3.08,3.05375,-0.026250000000000006,0.22488957404206295,0.035558163799899914,0.06969400104780384,40
Higher (profile),PI_BIB,phi,prompt_A,q02,3.815,3.7631249999999996,-0.051875000000000004,0.12865022895532058,0.02034138725004787,0.03986911901009382,40
Higher (profile),PI_BIB,phi,prompt_A,q03,3.0125,2.90625,-0.10625,0.2922475899749284,0.04620840125078822,0.09056846645154491,40
Higher (profile),PI_BIB,phi,prompt_A,q04,3.19,3.2337500000000006,0.04375,0.21082484527354783,0.03333433492084977,0.06533529644486555,40
Higher (profile),PI_BIB,phi,prompt_A,q05,2.93,3.0056249999999998,0.075625,0.16393474115932338,0.025920358484680703,0.050803902629974175,40
Higher (profile),PI_BIB,phi,prompt_A,q06,3.4425,3.4775,0.03499999999999999,0.1851714382361965,0.02927817512177865,0.05738522323868615,40
Higher (profile),PI_BIB,phi,prompt_B,q01,3.0524999999999998,3.09875,0.04625,0.2060425335726234,0.03257818504806001,0.06385324269419762,40
Higher (profile),PI_BIB,phi,prompt_B,q02,3.8,3.791875,-0.008125000000000002,0.20957737540596144,0.03313709261614969,0.06494870152765339,40
Higher (profile),PI_BIB,phi,prompt_B,q03,2.9575,2.9868750000000004,0.029375000000000005,0.29126643785460904,0.04605326747922259,0.09026440425927627,40
Higher (profile),PI_BIB,phi,prompt_B,q04,3.1525,3.2574999999999994,0.10500000000000001,0.22675243475355822,0.03585270794049826,0.07027130756337659,40
Higher (profile),PI_BIB,phi,prompt_B,q05,2.915,2.94375,0.028749999999999998,0.1366436034323391,0.02160525072694966,0.04234629142482133,40
Higher (profile),PI_BIB,phi,prompt_B,q06,3.415,3.430625,0.015624999999999995,0.1447464073332994,0.022886416514986258,0.044857376369373064,40
Higher (profile),PI_BIB,phi,prompt_C,q01,3.1375,3.084375,-0.053125,0.21327629696277514,0.03372194346644105,0.06609500919422445,40
Higher (profile),PI_BIB,phi,prompt_C,q02,3.8625,3.8425,-0.02,0.1293722516120806,0.02045554905592825,0.04009287614961937,40
Higher (profile),PI_BIB,phi,prompt_C,q03,3.0,3.0837499999999998,0.08374999999999999,0.3316407347161638,0.05243700432973763,0.10277652848628575,40
Higher (profile),PI_BIB,phi,prompt_C,q04,3.2625,3.3125,0.05,0.2110717462174463,0.033373373387808,0.06541181184010368,40
Higher (profile),PI_BIB,phi,prompt_C,q05,2.9825,2.971875,-0.010624999999999999,0.1591128751901682,0.025157954532951422,0.04930959088458479,40
Higher (profile),PI_BIB,phi,prompt_C,q06,3.4875,3.4631249999999993,-0.024375000000000004,0.17718304131097065,0.028015098664918678,0.054909593383240606,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q01,3.9599999999999995,3.91125,-0.04875,0.09127831489039863,0.014432368801786114,0.028287442851500783,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q02,3.9850000000000003,3.96375,-0.021249999999999998,0.06639769458463032,0.010498397313582972,0.020576858734622623,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q03,3.0025,2.86875,-0.13374999999999998,0.1498450053923241,0.023692575651997838,0.04643744827791576,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q04,3.5174999999999996,3.4450000000000003,-0.07250000000000001,0.12491022417145883,0.019750040571201426,0.038710079519554796,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q05,2.0375,1.935625,-0.10187499999999998,0.47303532624085787,0.0747934522320963,0.14659516637490874,40
Low-tier (inst.),PI_INST,deepseek,prompt_A,q06,3.4274999999999998,3.3206249999999997,-0.10687499999999997,0.18587867389847715,0.029389998898543875,0.057604397841145995,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q01,3.9225000000000003,3.8768750000000005,-0.04562499999999999,0.201984346626295,0.03193652935200195,0.06259559752992382,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q02,3.9775,3.924375,-0.053125,0.09577408982627443,0.015143213234029364,0.029680697938697553,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q03,2.9725,2.84875,-0.12375,0.191062313636959,0.030209604305711985,0.05921082443919549,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q04,3.53,3.4200000000000004,-0.11000000000000001,0.2237357644805414,0.035375730489875495,0.06933643176015597,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q05,2.1925,2.0375,-0.155,0.48602917502384463,0.07684796011839855,0.15062200183206115,40
Low-tier (inst.),PI_INST,deepseek,prompt_B,q06,3.4450000000000003,3.3337499999999998,-0.11124999999999999,0.22295725127798802,0.03525263674444647,0.06909516801911507,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q01,3.9450000000000003,3.8793750000000005,-0.065625,0.1084103523063157,0.017141181761462284,0.033596716252466075,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q02,3.975,3.9625,-0.012500000000000011,0.07531983087525439,0.011909110927223875,0.023341857417358794,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q03,2.9825,2.87125,-0.11125000000000003,0.13704177727229283,0.021668207538897116,0.042469686776238344,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q04,3.535,3.465,-0.06999999999999999,0.16282757909156698,0.025745300791028106,0.05046078955041509,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q05,2.19,2.144375,-0.04562500000000003,0.5453441485746551,0.08622648090705885,0.16900390257783535,40
Low-tier (inst.),PI_INST,deepseek,prompt_C,q06,3.47,3.419375,-0.05062499999999999,0.22449997858488846,0.035496563349363616,0.0695732641647527,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q01,3.6375,3.50625,-0.13125,0.21917312557510094,0.03465431393577103,0.06792245531411122,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q02,3.465,3.234375,-0.230625,0.2264191356754106,0.03580000872904921,0.07016801710893646,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q03,2.8875,2.645625,-0.241875,0.2011495409403482,0.031804534983439395,0.062336888567541215,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q04,3.3850000000000002,3.1075000000000004,-0.27749999999999997,0.21623230622737727,0.03418932956947615,0.06701108595617325,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q05,2.9225000000000003,2.386875,-0.535625,0.29639324947328566,0.046863887571704226,0.09185321964054029,40
Low-tier (inst.),PI_INST,gemma,prompt_A,q06,3.45,3.1875,-0.2625,0.1817824848407343,0.028742334541087558,0.056334975700531614,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q01,3.6375,3.5137500000000004,-0.12374999999999999,0.20568444215251125,0.03252156582315408,0.063742269013382,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q02,3.4575000000000005,3.4493750000000007,-0.008125000000000007,0.1654817655924354,0.02616496452490894,0.051283330468821525,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q03,2.8899999999999997,2.8425,-0.0475,0.15104337974271684,0.023882055273836127,0.04680882833671881,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q04,3.3825000000000003,3.3125,-0.07,0.1514036886045942,0.0239390251070699,0.046920489209857,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q05,2.9225000000000003,2.87125,-0.051250000000000004,0.16553623044440632,0.026173576174141542,0.05130020930131742,40
Low-tier (inst.),PI_INST,gemma,prompt_B,q06,3.4549999999999996,3.4168749999999997,-0.038125000000000006,0.1385579925796138,0.021907942228614436,0.042939566768084296,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q01,3.6375,3.50375,-0.13374999999999998,0.22076135740449895,0.03490543543743471,0.06841465345737203,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q02,3.4825000000000004,3.4337500000000007,-0.04875,0.17749593711493142,0.028064571835459955,0.05500656079750151,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q03,2.8924999999999996,2.7987499999999996,-0.09375,0.16169673259943546,0.02556649826107074,0.050110336591698654,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q04,3.3900000000000006,3.28,-0.11000000000000001,0.17493588569119858,0.027659792164152326,0.05421319264173856,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q05,2.9325,2.784375,-0.148125,0.2490615398672096,0.03938008717646065,0.07718497086586287,40
Low-tier (inst.),PI_INST,gemma,prompt_C,q06,3.4575000000000005,3.3568749999999996,-0.100625,0.1494098969536232,0.02362377896722511,0.046302606775761215,40
Low-tier (inst.),PI_INST,glm,prompt_A,q01,3.7825,3.639375,-0.143125,0.14489026572742594,0.02290916252428496,0.04490195854759852,40
Low-tier (inst.),PI_INST,glm,prompt_A,q02,3.7525000000000004,3.5856249999999994,-0.166875,0.14843062568427592,0.02346894258431003,0.04599912746524766,40
Low-tier (inst.),PI_INST,glm,prompt_A,q03,3.1075000000000004,2.7649999999999997,-0.3424999999999999,0.18091647031370367,0.028605405621477044,0.056066595018095,40
Low-tier (inst.),PI_INST,glm,prompt_A,q04,3.59,3.2849999999999993,-0.305,0.19150215905591486,0.03027914997282656,0.05934713394674006,40
Low-tier (inst.),PI_INST,glm,prompt_A,q05,2.8625,2.3331250000000003,-0.529375,0.2706762364892788,0.04279767078942497,0.08388343474727294,40
Low-tier (inst.),PI_INST,glm,prompt_A,q06,3.5875,3.2150000000000007,-0.37249999999999994,0.19071390843825434,0.030154516606884472,0.059102852549493566,40
Low-tier (inst.),PI_INST,glm,prompt_B,q01,3.7225,3.6712500000000006,-0.05124999999999998,0.11020813642074401,0.017425436388605393,0.03415385532166657,40
Low-tier (inst.),PI_INST,glm,prompt_B,q02,3.6950000000000003,3.62625,-0.06874999999999999,0.11790777578151318,0.018642856265701068,0.036539998280774096,40
Low-tier (inst.),PI_INST,glm,prompt_B,q03,3.06,2.9631250000000002,-0.09687500000000002,0.1286253130369219,0.020337447697441134,0.03986139748698462,40
Low-tier (inst.),PI_INST,glm,prompt_B,q04,3.53,3.4274999999999998,-0.10250000000000001,0.10857468184830907,0.01716716454343985,0.03364764250514211,40
Low-tier (inst.),PI_INST,glm,prompt_B,q05,2.785,2.606875,-0.17812499999999998,0.18073811447960003,0.02857720508798971,0.05601132197245983,40
Low-tier (inst.),PI_INST,glm,prompt_B,q06,3.5275,3.40625,-0.12125000000000001,0.11815217263104347,0.018681498800575326,0.036615737649127636,40
Low-tier (inst.),PI_INST,glm,prompt_C,q01,3.775,3.6868749999999997,-0.08812499999999997,0.12872494777426471,0.02035320133264493,0.039892274611984066,40
Low-tier (inst.),PI_INST,glm,prompt_C,q02,3.7375,3.666875,-0.07062499999999997,0.11005352718633712,0.017400990522204365,0.03410594142352055,40
Low-tier (inst.),PI_INST,glm,prompt_C,q03,3.0925,2.95125,-0.14125,0.12267713514416402,0.019396958193992352,0.03801803806022501,40
Low-tier (inst.),PI_INST,glm,prompt_C,q04,3.5799999999999996,3.426875,-0.153125,0.13554111638454666,0.02143093221885671,0.04200462714895915,40
Low-tier (inst.),PI_INST,glm,prompt_C,q05,2.8075,2.443125,-0.36437500000000006,0.21235006022349764,0.033575492579008825,0.0658079654548573,40
Low-tier (inst.),PI_INST,glm,prompt_C,q06,3.5775000000000006,3.3649999999999998,-0.21249999999999997,0.12506408613597125,0.01977436828385779,0.03875776183636127,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q02,4.0,3.9900000000000007,-0.01,0.03387382318894484,0.0053559217167446944,0.0104976065648196,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q03,3.5,3.449375,-0.05062500000000001,0.0927651259350387,0.014667454269353961,0.028748210367933763,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q04,3.8525000000000005,3.765625,-0.08687500000000001,0.1520150443803136,0.02403568894266852,0.047109950327630296,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q05,3.35,3.0743750000000003,-0.275625,0.2598376897218723,0.04108394607386198,0.08052453430476948,40
Low-tier (inst.),PI_INST,gpt,prompt_A,q06,3.6525,3.5318749999999994,-0.12062500000000002,0.14685675691394673,0.023220092081687595,0.04551138048010769,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q02,4.0,4.0,0.0,0.0,0.0,0.0,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q03,3.5,3.5,0.0,0.0,0.0,0.0,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q04,3.88,3.860625,-0.019375,0.13438934777307235,0.02124882161136929,0.041647690358283806,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q05,3.3775,3.3512500000000003,-0.026250000000000006,0.15472784212353352,0.024464619927665496,0.04795065505822437,40
Low-tier (inst.),PI_INST,gpt,prompt_B,q06,3.6475,3.6625,0.014999999999999994,0.12231736778372257,0.019340073979653264,0.0379065450001204,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q01,4.0,4.0,0.0,0.0,0.0,0.0,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q02,4.0,3.9993749999999997,-0.0006250000000000006,0.003952847075210477,0.0006250000000000004,0.0012250000000000008,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q03,3.5,3.4993749999999997,-0.0006250000000000006,0.003952847075210477,0.0006250000000000004,0.0012250000000000008,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q04,3.9025,3.8193749999999995,-0.083125,0.15331669711869156,0.024241498311462002,0.04751333669046552,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q05,3.4125,3.260625,-0.15187499999999998,0.17259218086992204,0.02728921989423474,0.05348687099270009,40
Low-tier (inst.),PI_INST,gpt,prompt_C,q06,3.715,3.63,-0.08500000000000002,0.166487082736015,0.026323919122135244,0.051594881479385075,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q01,3.995,3.925625,-0.06937499999999999,0.10613964857676889,0.016782151977621937,0.032893017876139,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q02,4.0,3.9706249999999996,-0.029374999999999995,0.08103645507598448,0.012812988577301208,0.025113457611510365,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q03,3.3225000000000002,3.019375,-0.303125,0.1698592460289944,0.026857104954526673,0.052639925710872275,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q04,3.535,3.425625,-0.109375,0.1191163377672304,0.018833946694119186,0.03691453552047361,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q05,3.075,2.6225,-0.4525,0.19071390843825436,0.030154516606884476,0.05910285254949357,40
Low-tier (inst.),PI_INST,kimi,prompt_A,q06,3.7474999999999996,3.4524999999999997,-0.295,0.17515560847282957,0.02769453338634141,0.05428128543722916,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q01,3.995,3.9537500000000003,-0.04125000000000001,0.08136456420145263,0.012864867185179475,0.02521513968295177,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q02,4.0,3.9768750000000006,-0.023125000000000003,0.07011608963455553,0.011086327193485929,0.02172920129923242,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q03,3.3474999999999993,3.1931249999999998,-0.15437499999999998,0.11433860812381923,0.018078521308235014,0.03543390176414063,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q04,3.5475000000000003,3.495,-0.052500000000000026,0.08507161387430881,0.013451003203459854,0.026363966278781313,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q05,3.1125,2.90625,-0.20625000000000004,0.13560760700242105,0.021441445308632456,0.04202523280491961,40
Low-tier (inst.),PI_INST,kimi,prompt_B,q06,3.78,3.60625,-0.17375,0.13982016838489172,0.02210750974622621,0.043330719102603374,40
Low-tier (inst.),PI_INST,kimi,prompt_C,q01,3.9900000000000007,3.9549999999999996,-0.03500000000000001,0.061706501340558176,0.009756654533819863,0.019123042886286933,40
Low-tier (inst.),PI_INST,kimi,prompt_C,q02,3.9975,3.984375,-0.013125000000000006,0.03839216499929815,0.006070334285138945,0.01189785519887233,40
